instance_size;resolution;time_cpu;time_cpu_parallel;time_gpu;time_gpu_only_computation
500;[600, 400];9,404699325561523;0,42185544967651367;0,234375;0,015659570693969727
600;[600, 400];10,906964302062988;0,2746608257293701;0,3437485694885254;0,0468907356262207
800;[600, 400];14,690061807632446;0,3130607604980469;0,49996089935302734;0,04683709144592285
1000;[600, 400];18,57030487060547;0,4375274181365967;0,4843711853027344;0,062496185302734375
2000;[600, 400];36,94646906852722;1,0907111167907715;0,7812485694885254;0,062499046325683594
5000;[600, 400];91,25048494338989;2,5799741744995117;2,086688756942749;0,1406247615814209
10000;[600, 400];194,63269591331482;5,76600193977356;5,291197061538696;0,23440885543823242
